StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,OS marks,DBMS marks,ML marks,Python marks,OS GPA,DBMS GPA,ML GPA,Python GPA,Overall GPA
1557,18,1,0,3,0.0157902218643757,24,0,1,0,0,0,0,0.233349880471506,4,57,91,61,51,0,4,1,0,1.25
1558,16,1,3,3,16.2028018149092,0,0,3,1,0,0,0,3.64651638894979,0,78,83,99,85,2,3,4,3,3
1559,18,1,2,0,1.75149125972476,8,1,2,1,1,0,0,2.6054252316173,2,75,92,53,63,2,4,0,1,1.75
1560,16,0,1,1,12.6769963747064,5,0,3,1,0,1,0,3.3669295153821,1,59,74,98,65,0,2,4,1,1.75
1561,18,1,2,4,18.2923290903038,19,0,3,0,1,0,0,1.58378025793799,4,75,59,91,68,2,0,4,1,1.75
1562,17,1,0,2,4.17303826316862,25,0,4,0,0,1,0,0.776396705948381,4,83,70,69,83,3,2,1,3,2.25
1563,17,1,3,0,13.3054567247382,29,1,3,0,0,1,0,0.783486640015118,4,90,95,87,93,4,4,3,4,3.75
1564,17,0,1,1,1.57397153415018,6,0,0,0,0,1,0,2.32831171126171,3,56,88,74,95,0,3,2,4,2.25
1565,18,0,2,2,12.0751028767522,8,0,3,1,0,0,0,2.7184654357945,2,53,76,63,55,0,2,1,0,0.75
1566,16,0,2,2,3.27863441906405,4,1,4,1,0,0,0,3.24488220326617,1,99,76,60,62,4,2,1,1,2
1567,16,0,0,2,14.7190712103035,13,1,4,1,0,0,0,2.8656747490202,2,94,51,81,85,4,0,3,3,2.5
1568,18,0,2,4,6.02462589587816,4,0,1,0,0,0,0,2.32632675646665,3,60,90,60,71,1,4,1,2,2
1569,17,0,0,1,9.26782017609292,7,1,3,0,1,1,0,3.30306667864258,1,78,97,67,67,2,4,1,1,2
1570,17,0,0,2,11.9886108405524,6,0,1,0,0,0,0,2.48921823775652,3,85,62,76,61,3,1,2,1,1.75
1571,16,1,0,2,3.42546821332479,12,1,1,1,1,1,0,2.60026418690732,2,74,58,67,79,2,0,1,2,1.25
1572,17,1,3,2,14.8327563723524,12,0,3,0,0,0,0,2.1191714920348,3,70,85,72,89,2,3,2,3,2.5
1573,15,1,2,1,6.05280681273629,7,0,4,0,0,0,0,2.52269454789148,2,85,71,60,56,3,2,1,0,1.5
1574,16,0,2,4,13.247437198255,10,1,2,0,0,0,0,2.47585411020024,3,59,91,70,81,0,4,2,3,2.25
1575,17,0,2,3,3.16566101398747,27,1,3,1,0,0,0,0.782809234051424,4,86,75,93,97,3,2,4,4,3.25
1576,16,0,1,2,13.762353184127,25,0,0,1,0,0,0,0.766404869492033,4,58,61,54,68,0,1,0,1,0.5
1577,15,0,3,2,2.56376145620923,17,1,0,1,0,0,0,1.28362207754783,4,73,66,72,55,2,1,2,0,1.25
1578,16,0,0,1,8.50712992539967,24,0,2,1,0,0,0,0.64314593275036,4,84,63,90,69,3,1,4,1,2.25
1579,16,1,0,2,4.94412147477753,18,1,2,0,0,0,0,1.6692302172984,4,98,63,74,76,4,1,2,2,2.25
1580,16,1,0,2,14.9675049885636,5,0,3,0,0,0,0,3.28207005059375,1,84,83,90,92,3,3,4,4,3.5
1581,16,0,2,2,5.24070009013749,21,0,2,0,1,0,0,0.743714016964716,4,97,69,59,86,4,1,0,3,2
1582,15,0,2,4,17.6343461279079,1,0,2,0,0,0,1,3.3250668431789,1,85,60,71,97,3,1,2,4,2.5
1583,18,0,0,2,17.8364042281322,27,0,2,1,1,0,1,1.18451976440166,4,67,65,68,56,1,1,1,0,0.75
1584,16,0,0,1,3.92882630445571,12,0,1,0,0,0,0,1.61653609874521,4,98,80,50,54,4,3,0,0,1.75
1585,16,1,2,2,12.2769189001544,22,0,4,0,0,0,0,1.5830839708839,4,88,55,56,60,3,0,0,1,1
1586,17,0,0,1,1.75435283439928,24,0,2,0,0,0,0,0.184251489090364,4,81,68,53,64,3,1,0,1,1.25
1587,16,0,2,1,7.83074199203258,27,1,2,0,0,0,0,0.472181042209025,4,73,86,50,52,2,3,0,0,1.25
1588,17,0,3,1,14.2664345900254,25,0,3,1,1,0,0,1.29935551780872,4,72,53,64,54,2,0,1,0,0.75
1589,18,0,0,2,13.1884649369983,10,0,2,0,0,0,1,2.37962828320693,3,81,96,89,72,3,4,3,2,3
1590,15,1,0,2,12.4940133881321,0,0,3,0,0,0,0,3.56628312996711,0,86,53,61,86,3,0,1,3,1.75
1591,15,0,2,2,5.65081727324887,23,0,1,0,0,0,0,0.278347570869634,4,61,69,71,58,1,1,2,0,1
1592,18,0,2,2,7.56049898868804,1,0,1,0,0,0,0,2.42154688277154,3,98,59,71,64,4,0,2,1,1.75
1593,15,1,1,2,2.05892289400572,29,0,4,0,1,0,1,0.617680423591371,4,62,73,99,52,1,2,4,0,1.75
1594,18,1,3,1,14.380456408672,16,0,3,0,0,0,0,1.80472665783738,4,72,84,96,78,2,3,4,2,2.75
1595,18,1,0,3,10.0777759358254,7,0,2,1,0,0,0,2.63520812963825,2,74,75,66,55,2,2,1,0,1.25
1596,18,0,1,1,14.175312646913,1,0,3,0,0,0,1,3.43602538876957,1,84,86,78,66,3,3,2,1,2.25
1597,15,0,2,1,4.97887049593745,5,0,4,0,0,1,1,2.73737792616275,2,90,87,95,75,4,3,4,2,3.25
1598,17,1,2,2,6.48876457270132,21,1,1,1,0,0,1,1.14669607979525,4,79,70,63,70,2,2,1,2,1.75
1599,18,1,0,1,6.68430674520229,4,0,0,0,0,0,0,2.40526752576414,3,66,89,99,57,1,3,4,0,2
1600,16,1,2,0,0.514848194944324,15,1,2,0,0,1,0,1.52528204892619,4,98,88,69,70,4,3,1,2,2.5
1601,15,1,1,2,6.82095745661247,7,0,1,1,1,0,0,2.44615708063582,3,69,70,99,60,1,2,4,1,2
1602,18,1,0,2,16.0660914703606,18,1,1,1,0,1,0,1.95295301225494,4,97,59,97,87,4,0,4,3,2.75
1603,18,1,0,2,17.9459699149947,15,0,3,1,0,0,0,2.29308719138899,3,74,87,82,57,2,3,3,0,2
1604,16,0,2,4,10.3643663127185,12,0,0,0,0,1,0,1.47167202947976,4,71,95,92,91,2,4,4,4,3.5
1605,17,0,0,2,9.1100339043844,25,1,3,0,0,0,1,1.10671349775367,4,62,53,64,73,1,0,1,2,1
1606,17,0,0,3,0.616492373987405,19,0,2,0,1,0,1,1.20585697570563,4,68,94,61,84,1,4,1,3,2.25
1607,17,1,0,1,17.5840867517076,6,0,2,0,0,0,0,2.55907035501774,2,98,69,89,63,4,1,3,1,2.25
1608,18,1,2,2,0.260204268517454,15,0,3,1,1,1,0,2.4576510224957,3,85,66,69,63,3,1,1,1,1.5
1609,18,1,1,3,18.8950016042042,22,1,2,0,0,0,0,1.22674128577127,4,61,56,79,59,1,0,2,0,0.75
1610,18,1,2,2,9.78432497376181,15,0,1,0,0,0,1,1.59043309835653,4,90,53,87,61,4,0,3,1,2
1611,15,1,0,2,6.83868987149453,28,0,1,1,0,0,0,0.310669532597986,4,68,78,52,87,1,2,0,3,1.5
1612,16,1,1,1,18.4843686968532,11,1,3,1,0,0,0,2.77181065887049,2,61,63,77,93,1,1,2,4,2
1613,18,0,1,0,0.487819862201934,13,0,1,1,0,0,0,1.58268299166439,4,58,52,75,95,0,0,2,4,1.5
1614,16,0,2,2,11.6284978973817,23,1,0,1,0,0,1,1.1055870981431,4,56,73,79,83,0,2,2,3,1.75
1615,16,1,3,1,10.9786504899867,17,0,4,0,0,0,0,2.30029613516736,3,77,86,62,90,2,3,1,4,2.5
1616,17,0,0,3,4.38640802422764,26,1,4,1,1,0,0,0.991883698047661,4,63,65,62,59,1,1,1,0,0.75
1617,15,1,1,1,8.57774862700421,27,0,2,0,1,1,1,0.165110621551877,4,80,53,51,66,3,0,0,1,1
1618,18,0,0,4,13.0452801188754,17,0,0,0,0,0,0,0.989329920598755,4,68,73,86,66,1,2,3,1,1.75
1619,17,1,1,4,14.5426239376385,15,0,3,1,0,1,0,2.23025352133378,3,96,83,98,52,4,3,4,0,2.75
1620,17,1,0,1,0.0143371741315956,19,0,3,1,0,0,0,1.38352807789466,4,65,79,87,80,1,2,3,3,2.25
1621,18,0,0,1,18.7370686018203,15,0,1,1,1,0,0,2.13140526298107,3,54,67,51,50,0,1,0,0,0.25
1622,16,0,0,3,3.29050744785624,12,0,1,1,0,1,0,1.86827692299816,4,84,68,85,61,3,1,3,1,2
1623,17,1,1,4,4.67160868444718,25,0,3,1,0,1,0,1.24748194363827,4,61,80,75,88,1,3,2,3,2.25
1624,16,1,0,2,5.26946891387696,28,0,4,0,0,0,0,0.299907547598505,4,74,68,60,53,2,1,1,0,1
1625,15,0,2,1,0.756402731040706,8,0,3,1,0,0,1,2.70519569479454,2,70,98,57,91,2,4,0,4,2.5
1626,16,0,0,2,2.46104247180649,25,0,1,1,1,1,0,0.897938092080013,4,85,95,93,62,3,4,4,1,3
1627,15,1,0,2,19.7269984588832,27,0,2,1,1,0,0,1.39173179136259,4,72,68,89,83,2,1,3,3,2.25
1628,16,0,2,1,6.30433474754572,8,0,3,0,0,0,0,2.15054616599322,3,65,71,92,91,1,2,4,4,2.75
1629,17,1,0,2,2.30602180678098,12,0,1,0,0,0,0,1.44874124152655,4,88,73,71,70,3,2,2,2,2.25
1630,17,1,0,0,2.13982522349246,28,0,1,1,0,1,0,0,4,94,94,69,71,4,4,1,2,2.75
1631,15,1,1,0,14.3891993533994,3,1,1,0,0,0,0,3.09171502835648,1,91,61,57,53,4,1,0,0,1.25
1632,18,1,0,1,17.0913732806528,8,0,2,0,0,0,0,2.57692769545217,2,88,79,78,67,3,2,2,1,2
1633,15,0,0,1,5.13904599016939,14,0,2,0,0,0,0,1.95587252656283,4,63,87,89,54,1,3,3,0,1.75
1634,15,0,0,1,0.418190246704699,13,0,3,0,1,0,0,1.87870834432266,4,80,80,75,68,3,3,2,1,2.25
1635,16,0,3,2,4.46180036890711,18,1,3,1,1,0,0,1.63040013160605,4,54,85,79,51,0,3,2,0,1.25
1636,16,0,1,1,1.13031381593514,11,0,4,0,0,1,0,2.37274811036066,3,84,68,66,61,3,1,1,1,1.5
1637,15,0,1,1,2.06789873260083,20,1,3,1,0,0,0,1.27937061147685,4,72,97,69,66,2,4,1,1,2
1638,17,0,1,1,8.63016239695284,25,0,1,0,0,0,1,0.155004788411154,4,78,94,65,59,2,4,1,0,1.75
1639,16,0,0,4,4.59836741723265,24,1,2,0,1,1,1,1.27834703366971,4,92,85,95,83,4,3,4,3,3.5
1640,18,1,0,2,10.3189175705084,5,0,2,0,1,0,0,2.65599356591479,2,60,79,92,55,1,2,4,0,1.75
1641,16,0,2,2,5.0698750651438,2,0,0,1,0,1,0,2.68231605262701,2,67,98,56,57,1,4,0,0,1.25
1642,16,0,0,2,18.8107460220589,25,0,4,0,1,0,0,1.64481993948328,4,96,82,65,60,4,3,1,1,2.25
1643,18,1,0,4,18.1188793585252,24,1,0,1,1,0,0,1.39627843837788,4,61,67,94,61,1,1,4,1,1.75
1644,15,0,0,1,11.3361221002093,21,1,2,1,0,0,0,1.60948679879393,4,58,98,96,58,0,4,4,0,2
1645,18,0,0,2,7.08847983974772,19,0,2,1,0,1,0,1.18736752464919,4,59,77,97,51,0,2,4,0,1.5
1646,15,1,3,2,7.62293764069471,15,0,2,1,0,1,0,2.01979702271327,3,93,96,76,57,4,4,2,0,2.5
1647,15,0,0,2,8.23704566288993,29,0,3,0,0,0,1,0.241625628220884,4,66,60,72,60,1,1,2,1,1.25
1648,15,0,1,0,14.5515864426988,19,0,2,0,0,0,0,1.24772519420529,4,87,94,73,85,3,4,2,3,3
1649,18,0,0,2,9.03277991037676,23,0,1,0,0,1,0,0.852682363402751,4,56,82,58,59,0,3,0,0,0.75
1650,15,1,3,0,17.1345989301179,22,0,1,0,0,0,0,0.965700988949165,4,95,66,84,70,4,1,3,2,2.5
1651,17,0,0,2,18.8818957186072,16,1,4,1,1,0,0,2.42380075163983,3,62,55,69,69,1,0,1,1,0.75
1652,18,0,0,2,6.71892306757867,15,0,1,1,0,0,0,1.74196816728943,4,89,53,86,97,3,0,3,4,2.5
1653,17,1,2,1,11.2138896275136,5,0,1,0,0,1,0,2.8459257757426,2,91,69,91,57,4,1,4,0,2.25
1654,15,0,2,3,1.90113073665128,7,0,2,0,0,0,0,2.03956439804496,3,58,97,66,85,0,4,1,3,2
1655,16,1,0,0,4.00938095532717,18,1,1,1,0,0,0,1.54206373964043,4,99,96,96,78,4,4,4,2,3.5
1656,15,1,0,3,8.2693153342032,29,1,2,0,0,1,0,0.730779602362943,4,76,76,80,91,2,2,3,4,2.75
1657,17,0,0,2,4.12405431803557,24,0,3,1,0,0,0,0.49998777839316,4,51,64,57,61,0,1,0,1,0.5
1658,17,1,0,1,17.5312098157743,25,1,3,0,0,0,0,1.12288938107543,4,54,55,64,63,0,0,1,1,0.5
1659,18,1,0,1,3.16572512118196,1,1,3,0,1,0,0,2.9594927281039,2,78,96,80,97,2,4,3,4,3.25
1660,16,0,0,4,9.11321643106184,13,0,1,1,1,1,0,2.30020523957596,3,86,63,79,99,3,1,2,4,2.5
1661,18,1,0,0,12.1139848091975,21,0,2,0,1,0,0,1.35272076359225,4,87,60,95,70,3,1,4,2,2.5
1662,17,1,0,1,13.8372781632168,11,1,0,1,0,0,0,2.13406203808262,3,68,88,69,71,1,3,1,2,1.75
1663,15,0,1,1,7.66138739453013,16,0,0,1,0,0,1,1.29979432033699,4,57,58,88,70,0,0,3,2,1.25
1664,16,0,3,2,17.3819813744945,27,0,2,1,0,0,0,0.747833944123773,4,97,75,61,93,4,2,1,4,2.75
1665,15,0,1,2,11.3663830215585,26,0,1,1,1,1,0,0.532923203778997,4,94,65,98,99,4,1,4,4,3.25
1666,15,1,0,1,8.79015560895103,14,0,3,0,0,0,0,2.07376979031715,3,50,54,66,79,0,0,1,2,0.75
1667,16,0,0,1,1.34481268104073,17,1,3,1,1,0,0,1.99137936399014,4,71,59,91,88,2,0,4,3,2.25
1668,18,1,3,1,9.2937893689033,15,0,3,1,0,0,1,1.8999595995373,4,66,99,79,69,1,4,2,1,2
1669,15,1,0,1,16.4147168163146,12,0,3,1,1,0,0,2.61488394182918,2,56,52,78,73,0,0,2,2,1
1670,17,1,0,2,12.2908203644263,20,1,0,1,1,1,0,1.81027074428876,4,74,62,68,72,2,1,1,2,1.5
1671,15,1,1,2,16.6432490745823,16,0,2,1,0,0,0,1.58193148063544,4,94,92,95,56,4,4,4,0,3
1672,16,1,1,1,9.88023341198611,7,0,1,0,1,0,0,2.27133280330208,3,53,98,60,58,0,4,1,0,1.25
1673,16,1,1,1,2.36923410188963,0,1,2,1,0,0,0,3.36367049109561,1,85,79,83,50,3,2,3,0,2
1674,16,1,0,1,0.272796916717621,28,0,1,1,1,0,0,0.48129848046525,4,55,94,99,75,0,4,4,2,2.5
1675,18,0,0,4,6.06439093437182,24,0,0,1,1,0,0,0.199927379451218,4,80,55,56,87,3,0,0,3,1.5
1676,15,0,3,4,13.9598094299558,25,0,2,0,1,1,1,1.26800875072246,4,68,66,93,87,1,1,4,3,2.25
1677,18,1,0,3,15.8051980788338,26,0,3,1,0,0,0,0.882552454000117,4,93,94,83,93,4,4,3,4,3.75
1678,18,1,1,1,5.91505669240658,2,1,3,0,0,0,0,3.12013663938495,1,88,68,69,71,3,1,1,2,1.75
1679,16,0,2,0,9.91307841766494,15,0,2,0,1,0,1,1.80415469177621,4,76,91,99,93,2,4,4,4,3.5
1680,16,1,1,1,8.42237808868163,27,0,2,1,1,1,0,0.681703643505878,4,59,84,87,59,0,3,3,0,1.5
1681,18,0,0,1,8.21045568702855,1,0,2,1,0,0,1,2.89826181716279,2,75,95,73,55,2,4,2,0,2
1682,15,0,0,2,4.62697426400301,14,0,3,0,0,0,1,1.73031800279136,4,68,75,59,66,1,2,0,1,1
1683,17,0,1,2,2.72742210058916,0,1,0,1,0,1,0,3.56079167212821,0,88,54,81,99,3,0,3,4,2.5
1684,18,1,2,3,3.93377116462426,8,1,3,0,1,0,0,2.52877457440682,2,52,78,64,87,0,2,1,3,1.5
1685,15,1,3,3,1.10664774326692,15,1,2,0,1,0,0,1.59238785820331,4,94,86,86,73,4,3,3,2,3
1686,16,0,0,1,3.96261483647154,3,0,1,0,0,1,1,2.37413097201501,3,62,69,69,59,1,1,1,0,0.75
1687,16,0,0,2,0.184017952507589,11,1,0,1,0,0,0,1.81040948004114,4,99,98,52,57,4,4,0,0,2
1688,15,0,3,1,12.5451680127195,0,0,1,0,0,0,0,2.82982643130157,2,77,70,86,70,2,2,3,2,2.25
1689,17,0,2,0,6.32750814775365,0,1,2,0,0,0,1,3.0476020888188,1,69,59,89,55,1,0,3,0,1
1690,16,0,2,2,19.4628942285381,6,1,3,1,1,0,0,3.62592173034679,0,77,54,57,70,2,0,0,2,1
1691,16,1,0,0,3.87434101552595,17,0,2,0,0,0,1,0.927321545323887,4,57,85,89,88,0,3,3,3,2.25
1692,16,0,1,2,6.91657140619187,22,0,2,1,0,0,0,1.33195894876427,4,90,55,93,73,4,0,4,2,2.5
1693,15,1,2,1,7.15682317283066,27,0,4,1,1,0,1,0.779551721518613,4,88,75,72,82,3,2,2,3,2.5
1694,18,0,1,2,0.16902992124921,22,0,1,1,0,0,0,0.881358446631214,4,50,53,89,67,0,0,3,1,1
1695,16,1,0,2,16.7841590607891,14,1,1,0,0,0,0,2.39812108593769,3,52,88,60,77,0,3,1,2,1.5
1696,18,1,0,1,0.639889202886494,25,0,2,0,1,0,0,0.758814268784536,4,62,88,95,81,1,3,4,3,2.75
1697,17,1,1,3,18.8035966945848,29,0,3,1,0,0,0,1.02886559596337,4,77,99,57,61,2,4,0,1,1.75
1698,16,1,0,1,17.8414870218724,24,0,3,0,1,0,0,1.44447669518375,4,98,84,78,97,4,3,2,4,3.25
1699,16,1,0,2,10.7104383217192,12,1,2,0,0,0,0,2.21406745916134,3,74,50,79,91,2,0,2,4,2
1700,17,1,3,2,10.8719114982258,15,0,4,0,1,1,0,2.51191808753226,2,82,73,59,76,3,2,0,2,1.75
1701,16,0,0,2,13.0755584591231,6,0,3,0,0,0,0,2.69014980301045,2,87,85,88,59,3,3,3,0,2.25
1702,18,1,2,4,7.74100023869773,15,0,0,1,0,0,0,1.60527438617543,4,55,55,77,95,0,0,2,4,1.5
1703,15,0,0,1,12.9444456679571,12,0,3,1,0,1,1,2.7098894874181,2,93,90,98,91,4,4,4,4,4
1704,18,1,1,2,0.895367773769737,13,0,0,0,1,0,0,1.52856350134187,4,94,95,85,81,4,4,3,3,3.5
1705,15,1,3,2,1.08095254699453,16,1,3,0,1,0,0,1.77856920228701,4,81,93,62,91,3,4,1,4,3
1706,15,0,0,3,9.14460839239088,11,0,1,1,0,0,0,2.12196405886357,3,94,80,81,75,4,3,3,2,3
1707,18,1,0,1,10.9924460221207,28,0,3,0,0,0,0,0.405904831428425,4,96,69,85,74,4,1,3,2,2.5
1708,18,0,0,2,17.7563528067163,23,0,2,1,0,0,0,1.12392632774121,4,70,73,86,60,2,2,3,1,2
1709,18,0,0,2,2.09321267815792,23,0,3,0,0,0,0,0.870330411031818,4,65,74,75,72,1,2,2,2,1.75
1710,18,0,2,1,16.4529585438777,19,0,2,1,1,0,0,1.82282920806857,4,70,85,71,83,2,3,2,3,2.5
1711,17,0,3,2,4.20094674584139,12,0,3,1,0,0,0,2.23118293194624,3,60,70,53,89,1,2,0,3,1.5
1712,16,1,0,1,7.88167297020063,23,0,1,0,1,1,0,0.966967717491144,4,86,79,80,72,3,2,3,2,2.5
1713,15,1,0,2,6.33204869654825,19,0,4,0,1,0,0,1.69185894616234,4,85,73,67,78,3,2,1,2,2
1714,18,0,0,3,8.00310545730798,14,0,3,0,0,0,0,2.06975820586126,3,84,93,87,80,3,4,3,3,3.25
1715,18,1,2,2,3.00990996145171,23,1,1,1,1,0,0,1.05787612679206,4,68,91,73,56,1,4,2,0,1.75
1716,18,1,0,2,10.0714014880711,20,0,4,0,0,0,0,1.32142720701309,4,69,79,72,89,1,2,2,3,2
1717,17,0,1,2,16.0328517966273,3,1,2,1,0,0,1,3.51694072071589,0,67,71,71,82,1,2,2,3,2
1718,18,1,1,0,8.83068020757793,21,1,3,0,1,0,1,1.04915700247521,4,96,77,51,70,4,2,0,2,2
1719,18,0,1,1,9.81227151796398,1,0,3,1,0,0,0,3.4861413290978,1,90,56,80,51,4,0,3,0,1.75
1720,18,0,0,2,16.9753517056262,27,1,0,1,0,0,1,0.586837405483887,4,98,84,60,67,4,3,1,1,2.25
1721,16,1,2,1,14.1211622927606,17,0,4,0,1,0,0,2.35881589745505,3,63,77,77,96,1,2,2,4,2.25
1722,17,1,0,1,9.80908817039569,1,0,2,0,0,0,0,3.15222228569956,1,64,63,95,82,1,1,4,3,2.25
1723,18,1,0,2,5.15391296378359,24,0,1,0,0,0,0,0.587835083343753,4,80,59,81,86,3,0,3,3,2.25
1724,15,0,2,1,17.6985349368993,14,0,3,1,1,0,1,2.66889332908893,2,50,65,54,83,0,1,0,3,1
1725,15,0,2,1,11.5404080338111,29,0,3,0,0,0,0,0.304372034253284,4,52,65,87,69,0,1,3,1,1.25
1726,15,1,0,2,4.42295220221386,25,0,0,0,1,0,0,0.280670307881414,4,65,80,59,84,1,3,0,3,1.75
1727,17,1,0,1,5.3823950527602,18,0,1,1,0,0,0,0.873091197356349,4,72,91,89,99,2,4,3,4,3.25
1728,17,1,0,3,16.0626617787249,14,0,3,0,0,0,0,2.33078348294512,3,60,74,95,67,1,2,4,1,2
1729,15,1,0,3,0.882911241749109,25,0,0,1,1,1,0,0.318850908518507,4,61,62,73,95,1,1,2,4,2
1730,18,0,0,2,19.8418437405764,19,0,4,0,0,0,0,1.79228932053542,4,59,55,84,73,0,0,3,2,1.25
1731,17,1,0,1,2.60703359429583,9,0,3,0,1,0,0,2.57321913650581,2,81,93,93,57,3,4,4,0,2.75
1732,15,0,0,2,15.9213705079387,27,0,2,0,1,0,0,1.08449012582261,4,65,58,97,79,1,0,4,2,1.75
1733,15,0,2,3,7.89550633543365,23,0,2,1,1,0,1,1.08669668028181,4,57,94,72,93,0,4,2,4,2.5
1734,18,1,1,2,9.84432366574933,19,0,2,0,0,1,1,1.00411266268769,4,87,85,66,59,3,3,1,0,1.75
1735,16,1,1,1,17.6130115492915,10,1,2,1,0,0,0,2.82460489251785,2,61,92,50,72,1,4,0,2,1.75
1736,17,1,0,2,8.25822379178426,25,1,3,0,1,1,1,1.36437378211719,4,73,69,80,98,2,1,3,4,2.5
1737,18,0,3,3,10.7498750734646,9,0,4,0,0,0,1,2.60728640079044,2,77,67,80,60,2,1,3,1,1.75
1738,15,1,2,2,0.985993248183398,28,1,2,1,0,1,0,0.568468083793329,4,57,92,91,51,0,4,4,0,2
1739,15,1,2,2,0.046949477349063,22,0,2,0,0,0,1,0.573796193328549,4,77,70,91,75,2,2,4,2,2.5
1740,18,0,2,2,4.89599746003451,4,0,1,0,0,0,0,2.25807103519804,3,85,53,83,85,3,0,3,3,2.25
1741,17,1,3,2,13.6116618583753,8,1,3,0,0,0,0,2.84009297510131,2,75,99,58,82,2,4,0,3,2.25
1742,16,0,1,0,2.42529786718273,19,0,3,1,1,0,0,1.68311726284164,4,57,82,71,96,0,3,2,4,2.25
1743,16,1,0,2,2.27523917609098,18,1,3,1,0,0,0,1.72090715007534,4,99,76,62,62,4,2,1,1,2
1744,15,0,1,0,8.21921216071806,12,0,0,0,0,0,0,1.53778390932072,4,77,56,74,89,2,0,2,3,1.75
1745,17,1,2,2,12.9567407721645,17,0,3,0,1,0,0,2.06346350751329,3,77,55,97,74,2,0,4,2,2
1746,16,1,2,1,14.2414398449586,16,0,2,1,0,0,0,1.87854750994844,4,86,64,67,53,3,1,1,0,1.25
1747,17,0,1,2,3.56901348196749,26,0,3,1,1,0,1,0.86327085904718,4,90,67,61,91,4,1,1,4,2.5
1748,17,0,0,1,1.59176294744084,5,0,3,0,0,0,0,2.51328613301163,2,85,81,89,68,3,3,3,1,2.5
1749,15,1,0,2,18.8079406789108,9,0,3,1,1,0,1,2.77216326962037,2,76,60,66,67,2,1,1,1,1.25
1750,16,0,3,2,5.21332765124203,1,1,2,0,0,0,0,2.88838593578936,2,66,69,64,86,1,1,1,3,1.5
1751,18,0,1,1,17.0669299521744,23,0,3,0,1,0,0,1.33716104949369,4,58,73,91,79,0,2,4,2,2
1752,15,0,1,1,17.2698290092563,5,0,0,0,0,0,0,2.37061161469476,3,82,64,64,68,3,1,1,1,1.5
1753,16,0,0,1,15.4504518352508,27,0,3,0,0,1,0,0.854464647771315,4,69,97,64,72,1,4,1,2,2
1754,16,1,0,3,3.3766721330514,27,1,0,0,0,0,0,0.322641826994447,4,62,56,88,65,1,0,3,1,1.25
1755,16,1,2,2,16.436029185084,20,0,2,1,1,0,0,1.8342269970893,4,77,70,62,50,2,2,1,0,1.25
1756,16,0,1,2,15.3850111848317,12,0,1,0,0,0,0,1.990060452448,4,97,91,66,61,4,4,1,1,2.5
1757,16,0,2,1,11.9344598021243,17,1,3,0,1,0,0,2.22698339379103,3,78,75,81,73,2,2,3,2,2.25
1758,17,0,0,2,6.74404070337905,6,0,2,0,0,0,1,2.60838689826964,2,62,93,58,83,1,4,0,3,2
1759,15,0,1,3,5.25017208533088,1,0,3,1,0,0,0,3.40633908227271,1,95,63,89,57,4,1,3,0,2
1760,17,1,0,3,2.43778424160717,28,1,3,1,0,0,0,0.867034373927698,4,84,86,69,67,3,3,1,1,2
1761,18,1,2,2,10.1951413380174,13,1,3,0,1,0,0,2.16609132515855,3,55,70,75,97,0,2,2,4,2
1762,16,0,0,0,11.7052175101969,4,0,1,0,1,0,0,2.42292833291078,3,67,67,76,54,1,1,2,0,1
1763,15,0,0,1,7.18677981031574,17,0,3,0,1,0,0,1.50955787777646,4,54,54,70,75,0,0,2,2,1
1764,16,0,1,0,9.50718135361737,10,1,2,0,1,0,0,2.44385726431874,3,96,52,67,79,4,0,1,2,1.75
1765,15,1,3,1,7.27028914738533,9,0,0,0,0,0,0,2.00382837863094,3,74,72,62,62,2,2,1,1,1.5
1766,17,0,0,1,12.820121146414,10,1,1,0,1,0,0,2.46530648946706,3,51,75,65,68,0,2,1,1,1
1767,15,1,2,1,18.0251841559312,26,0,1,1,0,1,0,0.844792001871668,4,59,86,58,78,0,3,0,2,1.25
1768,18,0,0,1,3.27840524093889,1,0,0,0,1,0,0,2.73105889844873,2,79,73,61,52,2,2,1,0,1.25
1769,18,1,0,3,7.62817619806246,14,0,2,0,0,0,0,1.7360114893742,4,99,98,93,75,4,4,4,2,3.5
1770,15,0,0,2,2.81737207901722,6,1,0,0,1,0,0,2.5896707308558,2,94,68,87,89,4,1,3,3,2.75
1771,15,1,0,3,12.4988754081566,8,1,2,1,0,0,0,2.7423611231016,2,54,74,68,61,0,2,1,1,1
1772,15,0,1,2,14.5774101897719,4,0,1,0,0,0,0,2.49591943970636,3,82,70,56,51,3,2,0,0,1.25
1773,15,0,0,1,18.6382546519491,6,1,1,0,0,1,0,2.85343719420179,2,50,61,84,60,0,1,3,1,1.25
1774,18,0,0,2,5.57743852521929,19,0,4,1,0,0,0,1.59134799194569,4,67,90,97,93,1,4,4,4,3.25
1775,16,1,3,1,19.0042241173086,1,0,2,0,0,1,0,3.20967332836045,1,81,82,67,77,3,3,1,2,2.25
1776,15,0,0,2,1.26525343641349,2,1,1,0,1,0,0,3.12761786518404,1,96,99,65,67,4,4,1,1,2.5
1777,15,1,2,1,12.0602772672917,1,1,2,0,1,1,1,3.45327589675722,1,98,53,88,62,4,0,3,1,2
1778,18,1,0,4,1.14265438686659,20,1,1,1,0,0,0,0.822773566966738,4,60,91,53,86,1,4,0,3,2
